branch_n,bus1,bus2,p1,q1,p2,q2
139.0,377.0,154.0,415.53286130032564,-2.25579838767168,-414.37896858786934,15.91788810317712
140.0,193.0,726.0,-744.7783919691474,91.44063394271993,745.5948655692752,-83.68413474150923
141.0,193.0,547.0,744.7783919691445,-86.18849064795101,-743.810436046795,94.49253356071468
142.0,547.0,726.0,-687.204493191881,67.95704223328015,687.8529314094038,-61.04036791293754
143.0,547.0,547.0,687.2044931918899,-63.08127162767103,-686.5569237583762,70.98161871649194
144.0,364.0,329.0,-465.81963407643326,-122.10275332571008,468.35003594124106,151.92385298864625
145.0,364.0,552.0,465.81963407641086,186.27459598166328,-463.1867830245616,-153.22777588259228
146.0,451.0,144.0,918.577386061783,-65.06347558703092,-913.4701076246478,119.66629064288603
147.0,451.0,160.0,-918.577386061772,90.70485667890748,923.8596410623691,-35.316639958359836
148.0,789.0,144.0,935.2054074254838,-78.38444612728817,-929.2770591240829,133.92370916146405
149.0,789.0,160.0,-935.2054074254722,107.43630555860398,941.4840234020529,-51.007244469086125
150.0,210.0,158.0,-19.75149449212904,-191.7736226434253,19.82041940356413,192.53179666922853
151.0,210.0,741.0,19.751494492131254,198.4817997623482,-19.677714803240946,-197.67022318453448
152.0,270.0,204.0,37.19003994509764,-195.90932025857538,-37.114439478777115,196.70220319799478
153.0,270.0,741.0,-37.19003994510502,202.7453495233827,37.270821726168144,-201.89812596592697
154.0,593.0,843.0,-200.57942479746305,41.217128005299244,200.77855841974173,-39.004114731304625
155.0,593.0,816.0,200.57942479746234,-24.320815686858403,-200.41115616682825,26.7899749407299
156.0,853.0,843.0,-210.71526058187536,43.55027562736986,210.9392774412057,-41.156614000812866
157.0,853.0,816.0,210.71526058187536,-26.6426090511944,-210.53336526568125,29.16893288725662
158.0,165.0,154.0,-158.4088990703126,-19.75375108275845,158.9665451629717,25.334267617303468
159.0,165.0,767.0,158.4088990703132,76.54441954228002,-157.95571159554214,-72.81301180164128
160.0,232.0,415.0,-5.5180647050386025,-15.18648250358777,5.529671065509111,15.250926952592152
161.0,232.0,599.0,5.518064705038779,18.437825246022125,-5.501899043617992,-18.364553445768607
162.0,837.0,699.0,137.26819273093045,49.51899780996769,-137.2084715286423,-49.032179524663974
163.0,837.0,490.0,-137.2681927309293,-9.970937384113206,137.65937114943767,13.035973222965216
164.0,942.0,699.0,140.2234603401524,49.736202512706285,-140.1594975227831,-49.24143130773786
165.0,942.0,490.0,-140.223460340153,-9.42331629110605,140.6397478882698,12.552187217274904
166.0,675.0,619.0,-423.97775977128794,59.707412001536674,426.02380460026615,-38.76060879339294
167.0,675.0,405.0,423.977759771288,-22.061078122354132,-422.22989942245226,39.061493402075676
168.0,331.0,619.0,-423.7668319877249,59.492345711008085,425.7596184122523,-38.174554799883026
169.0,331.0,405.0,423.7668319877263,-21.777733499269917,-421.9885251660298,38.391729639009
170.0,138.0,440.0,21.79199579108901,35.64320602570141,-21.775410037998796,-35.42433474503308
171.0,138.0,514.0,-21.79199579109254,-31.30262150566314,21.807163991980843,31.45442326350999
172.0,785.0,587.0,-15.9091584769059,29.554546049110424,15.91965574947111,-29.410925676465734
173.0,785.0,514.0,15.909158476907201,-25.193491771077962,-15.899686780638453,25.28390636360719
174.0,800.0,820.0,0.0,0.0,0.0,0.0
175.0,232.0,820.0,0.0,0.0,0.0,0.0
176.0,843.0,154.0,10.931985292016595,0.15156303533925342,-10.921171187385005,-0.1103674353017984
177.0,843.0,359.0,-10.931985292016549,0.5114212495918201,10.965695939737577,-0.39154189919168964
178.0,529.0,552.0,7.246197147796024,-175.10088153931264,-7.058476850667178,177.0445086157482
179.0,529.0,416.0,-7.246197147893661,205.04796650176544,7.507458393897402,-202.44327104919955
180.0,352.0,248.0,-66.03441669676204,-49.729865719459724,66.09488444334401,50.10558945751305
181.0,352.0,416.0,66.03441669676315,52.43473783840125,-65.97014027260954,-52.05161139504233
182.0,116.0,859.0,-12.960796537274918,1.443890099079039,12.962198722539084,-1.4333753029940455
183.0,116.0,532.0,12.960796537274552,0.925575818505197,-12.959436115515146,-0.9149313091695174
184.0,869.0,327.0,425.04411315729055,-126.20000616391947,-424.8825295815648,127.5824434229229
185.0,869.0,422.0,-425.0441131572043,129.2768871292499,425.2063428339908,-127.87089659711319
186.0,492.0,327.0,146.40772650127525,192.09410107639295,-146.36528324827418,-191.65905773312113
187.0,492.0,761.0,-146.40772650126183,-189.2682688388581,146.4493856732352,189.66403097255167
188.0,675.0,552.0,296.0504733325573,192.10645068288898,-295.94767454946987,-191.26121624404743
189.0,675.0,422.0,-296.0504733325573,-188.9005631175039,296.1522639710954,189.7261982967789
190.0,408.0,248.0,10.518196718735199,-67.91586989756095,-10.491511247396696,68.0786082316453
191.0,408.0,782.0,-10.518196718738174,68.88155519954972,10.544699413928731,-68.726698049047
192.0,687.0,859.0,143.07539766894965,-102.78406346780042,-142.88863959965084,103.58362145199027
193.0,687.0,134.0,-143.0753976689394,103.69870867343226,143.2665216570058,-102.91190024331955
194.0,681.0,136.0,-748.6948500432852,2.1187220294935436,751.5716263818349,33.71021964153247
195.0,681.0,376.0,748.6948500432842,14.0209510267352,-745.5031501485404,19.413413444413578
196.0,601.0,552.0,258.46187656046095,-62.15456111521045,-258.18771480184,65.56852777612855
197.0,601.0,833.0,-258.46187656051717,73.543073790144,258.7620452279333,-69.50747281710548
198.0,569.0,327.0,-110.1188911286265,-14.083241670878376,110.15266135201915,14.339895368665644
199.0,569.0,889.0,110.11889112862723,20.79470748718141,-110.08906771693366,-20.491885153062757
200.0,335.0,923.0,182.7769096528671,-11.150733146306303,-181.0866471780035,22.40233111330643
201.0,335.0,628.0,-182.77690965286698,16.61623212051894,184.70638434245546,-5.373898064781068
202.0,548.0,923.0,254.94474127007206,-23.566806563463246,-250.99665502807858,44.03055128341489
203.0,548.0,148.0,-254.94474127007175,29.695049364260058,258.5230672725451,-7.5037413983257615
204.0,696.0,182.0,-27.23000000000388,-10.101693843057873,27.230000000003884,10.103387686369567
205.0,696.0,777.0,27.230000000009486,10.101693843330171,-27.23000000000949,-10.100000000132871
206.0,795.0,923.0,-137.55730939628845,-30.554845768419476,139.21732265743822,38.48046556424517
207.0,795.0,319.0,137.55730939628813,36.36289839236695,-135.97963738477853,-27.99585761724115
208.0,755.0,667.0,-231.05992167582912,43.343713754500186,234.2250661621387,-17.76879584520892
209.0,755.0,122.0,231.05992167582912,-37.77139378345975,-227.39599738888393,61.93549584577291
210.0,361.0,873.0,550.0224220468368,-82.35312366669567,-548.928178187866,97.09502010005929
211.0,361.0,624.0,-550.0224220468352,96.10091911657815,551.3091657215953,-83.38666613976095
212.0,703.0,167.0,-41.6040881621379,-54.41778811975215,41.60807506690475,54.4483543895788
213.0,703.0,742.0,41.60408816217593,99.90033923598669,-41.599665636347424,-99.86053650355905
214.0,101.0,250.0,-416.79274680150195,-114.01421418609235,417.7037717757877,123.4391816473251
215.0,101.0,855.0,416.7927468015006,130.96775684904532,-415.6074687686824,-117.98049611802604
216.0,607.0,388.0,-106.45936312257768,238.69312770389132,107.22739655265914,-231.01870135255047
217.0,293.0,832.0,-216.82059205723957,179.92621367846135,217.44043594634567,-172.9799196603256
218.0,109.0,388.0,-325.1704964027003,150.95171964717335,326.9670827517236,-133.9410033298399
219.0,109.0,113.0,325.1704964027,-102.32692316544313,-323.9059094231135,115.7850073628231
220.0,404.0,663.0,-211.11208401459942,-20.39259191952186,211.35987160694333,21.52604434525887
221.0,404.0,731.0,211.11208401459942,39.46636298310265,-210.8999999999997,-37.74848246482688
222.0,254.0,782.0,105.76891030518662,-31.083097928320914,-105.3976104630022,33.793841774665125
223.0,254.0,495.0,-105.76891030518654,35.31435192236249,106.14108007555339,-32.486496885715745
224.0,397.0,362.0,-254.47592481402665,-29.458998495321044,254.9534796601145,35.48058086494878
225.0,397.0,897.0,254.47592481402657,64.0465032344714,-253.54862155389935,-55.61437917965451
226.0,700.0,337.0,0.0,0.0,0.0,0.0
227.0,432.0,368.0,115.9488177818234,10.210395188042316,-115.81162812447133,-8.788505773284797
228.0,432.0,671.0,-115.94881778182042,11.150059176043776,116.0012133796714,-10.726237006755378
229.0,238.0,195.0,36.71202582488403,-22.504395326694027,-36.588061546487445,23.09348607823381
230.0,238.0,767.0,-36.71202582488403,28.3035260394288,36.8438171558189,-27.56209416864735
231.0,502.0,795.0,-1115.223166033201,7.563290625405643,1125.031014003982,72.9056438621222
232.0,502.0,644.0,1115.2231660331993,14.878864307492737,-1107.3089714409396,78.19652279865413
233.0,657.0,795.0,978.2543076007506,-58.945012423766975,-971.2038221702521,118.11872942972828
234.0,657.0,840.0,-978.2543076007494,89.65787200761162,986.8562940522471,-22.275644804215418
235.0,638.0,559.0,-110.44028103026673,-14.025508998044115,110.86631348673677,17.402331713710613
236.0,638.0,814.0,110.44028103026716,18.271262225014798,-110.00053498604025,-14.888863247527095
237.0,669.0,842.0,259.3036322705511,-110.7905116533763,-258.71929816076624,114.35033655903044
238.0,669.0,288.0,-259.30363227055,111.63852729063603,259.85158901325303,-107.90764319583445
239.0,520.0,918.0,57.28901922684666,-50.67377393352041,-56.93168466596062,52.62574936603697
240.0,520.0,741.0,-57.28901922684106,55.82844057502765,57.67115388109213,-53.65295523586524
241.0,308.0,516.0,-292.14467253901574,25.266165212610726,294.61905573613393,-10.515966694425439
242.0,308.0,288.0,292.1446725390156,-21.52070602903045,-289.651147357195,42.052675920810074
243.0,253.0,918.0,35.90339019736657,-21.5969354773359,-35.85712877734541,21.790324468376358
244.0,253.0,671.0,-35.90339019737442,25.89380072279993,35.94949310318176,-25.649196108897286
245.0,418.0,918.0,382.67033682689976,-42.57564172450641,-378.9532992300921,64.9015427040603
246.0,418.0,470.0,-382.67033682678016,46.876207102258704,386.3146390241198,-26.153950814631738
247.0,591.0,918.0,18.848703310975488,-63.66606293642185,-18.81780392896848,63.85809841999792
248.0,591.0,197.0,-18.848703310979136,64.60573580260464,18.879546642698617,-64.40497531241589
249.0,201.0,469.0,-189.5973355527876,44.9230185247181,189.60852961943408,-44.80947870592898
250.0,201.0,482.0,189.5973355527876,-44.51942417512453,-189.5861521297885,44.63285603682412
251.0,143.0,246.0,77.82904460133712,-3.5965240343681786,-77.55778535648372,5.161971222377279
252.0,143.0,573.0,-77.82904460133703,9.176932423554028,78.24361160221596,-6.799254525391177
253.0,293.0,246.0,0.09134308371324852,-13.000028519163031,-0.08495334024803498,13.033565343720408
254.0,293.0,310.0,-0.09134308371315401,17.4161037471867,0.10731147692203927,-17.325506354413392
255.0,489.0,646.0,-653.8268487530264,-68.99791532102869,656.7615206632901,110.56573388559272
256.0,489.0,684.0,653.8268487529327,111.1574113696692,-650.7178883207204,-74.79075578760857
257.0,260.0,261.0,-31.13123712099283,-12.982126193713666,31.189216534186308,13.271955828690398
258.0,260.0,907.0,31.131237120992918,16.889660292044127,-31.063207515071017,-16.54627806805612
259.0,211.0,261.0,-15.744288764603414,-2.7287931530496845,15.759667680486917,2.77297622734544
260.0,211.0,319.0,15.744288764603592,6.408810747832316,-15.735135915702948,-6.358128512359512
261.0,838.0,479.0,-314.1585813068281,17.426182128542855,314.62063911235674,-12.308673980494971
262.0,838.0,556.0,314.1585813068283,2.9231249877037424,-313.68051677900496,2.865801840122727
263.0,576.0,665.0,-58.70656333724791,-26.03439860484479,58.828090700442246,26.551821856729674
264.0,576.0,406.0,58.70656333724866,31.510780910951965,-58.58293260897426,-30.913693849378664
265.0,340.0,171.0,645.5359561538289,-96.62281903177491,-643.4009293484851,122.32686723728176
266.0,340.0,624.0,-645.5359561538254,113.31349603286891,647.3508815025643,-96.17722413548721
267.0,802.0,593.0,-74.54559745983575,-9.110926681378219,74.94824194316737,11.546423161305635
268.0,802.0,904.0,74.54559745983616,13.673291591067033,-74.35646081672316,-12.79388702821648
269.0,503.0,161.0,375.72480591104676,51.918063955675905,-375.30980933074324,-45.29150565729555
270.0,503.0,913.0,-375.7248059110456,-37.67881633912418,376.29534154662866,44.113927577690745
271.0,875.0,147.0,-275.30088627086263,-4.2663217359478836,278.26792973903616,23.140479234548526
272.0,875.0,588.0,275.3008862708623,8.783355028012913,-272.25486238008597,8.620802987733953
273.0,607.0,789.0,-96.65332687272458,-3.13296915146737,97.07887922307282,6.479512834605873
274.0,607.0,747.0,96.65332687272578,7.714839057568533,-96.13661298057117,-4.567068337500682
275.0,826.0,912.0,70.15762346680866,30.965123602467802,-70.11608908087469,-30.553010195371588
276.0,826.0,731.0,-70.15762346680846,0.47251735088698066,70.26809609118962,0.36027627906590526
277.0,679.0,147.0,-312.8214870513335,2.6455096749555573,316.5754635196461,17.76696189161715
278.0,679.0,567.0,312.8214870513336,1.6479280655178568,-309.18442023144337,18.38737088552881
279.0,729.0,483.0,-49.5833464103166,-62.4465632809896,49.59122115925771,62.855444476011144
280.0,729.0,124.0,49.58334641032193,78.70520063688053,-49.572629288310935,-78.13801756428616
281.0,912.0,407.0,-695.1213217758093,58.35094168270311,698.8160106798163,-1.462206122293686
282.0,912.0,652.0,695.1213217757855,-24.820627073091405,-691.5890966911968,83.87943048743769
283.0,232.0,516.0,-737.8094496751218,-218.73579224872003,741.628576883568,257.5725506219356
284.0,232.0,433.0,737.8094496751238,250.1459676788981,-733.1786772023336,-209.35106732335828
285.0,414.0,813.0,230.46133508205773,-74.73144178167378,-229.9145954161743,78.94914777563245
286.0,414.0,787.0,-230.4613350820583,109.27085661384801,231.63281306035057,-100.23951160878623
287.0,850.0,158.0,-834.2925134019254,100.09630663519835,836.6358461030334,-61.196983796853935
288.0,850.0,263.0,834.2925134019191,-83.318009174915,-831.2927886198717,118.91474325526043
289.0,735.0,752.0,151.78210008698966,-11.930398552649958,-151.7642600504222,12.223547795488463
290.0,735.0,629.0,-151.78210008697943,15.898170379724954,151.8374242124969,-15.546087644917467
291.0,695.0,229.0,-74.33868596641211,1.4888826180397974,74.5419270303274,-0.16001043479660607
292.0,695.0,747.0,74.33868596641331,2.9505887400164625,-74.10176667284865,-1.5540893015500217
293.0,307.0,858.0,147.34367316365604,4.090255608042902,-147.12874442909893,-1.7260395279175982
294.0,307.0,136.0,-147.34367316365595,25.960917896651033,147.5593270558052,-23.47704717457801
295.0,776.0,585.0,124.37521955521196,59.782900996689726,-124.16217046037971,-57.03058382849724
296.0,776.0,787.0,-124.37521955521238,-31.56069233834221,124.45609143794401,32.28554402799236
297.0,377.0,817.0,150.75338937118073,21.691412245688365,-149.92213108104335,-13.480404546848332
298.0,377.0,388.0,-150.75338937118082,-13.902956608009298,151.3492077363898,17.96042027757738
299.0,100.0,614.0,-34.43565497170331,-2.6453460195692506,34.46108254142009,2.811171495712324
300.0,100.0,318.0,34.43565497170204,4.512277858585061,-34.410430974352444,-4.3570380519442935
301.0,365.0,858.0,-284.2152234752378,18.46701549075091,284.60084962222254,-14.905232169492146
302.0,365.0,895.0,284.21522347523813,-4.733830894073165,-283.8939666012818,8.88921872024458
303.0,663.0,746.0,-250.02899287065645,9.011625569275331,251.21848322801347,-3.16477744455027
304.0,663.0,220.0,250.02899287065708,-6.388425837681049,-248.0176267573642,17.68365706314028
